"country_id","country_name","district_id","district_name","sub_district_id","sub_district_name","city_id","city_name"
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,hnKmCjyG3pcuNO1KoPPSUo1HGjtpb8ttljaIXAG4ovqZRvXcZeV0XK,West Negev,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDER2aXJfX0lzcmFlbAw,Dvir
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEV5YWxfX0lzcmFlbAw,Eyal
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,hnKmCjyG3pcuNO1KoPPSUo1HGjtpb8ttljaIXAG4ovqZRvXcZeV0XK,West Negev,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEVyZXpfX0lzcmFlbAw,Erez
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,JZCwml8fBqFrIHShOR1urtzjN4xj7ngroltwQUwuAWK18vtgMEBVzi,Yizre'el,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEd2YXRfX0lzcmFlbAw,Gvat
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,JZCwml8fBqFrIHShOR1urtzjN4xj7ngroltwQUwuAWK18vtgMEBVzi,Yizre'el,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEdldmFfX0lzcmFlbAw,Geva
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,B3tezTobdpuwjd7dFagy5QnPsXDC4TUVDhc49y2s3qciM6bcMiX7n4,Be'er Sheva & Surroundings,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEh1cmFfX0lzcmFlbAw,Hura
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,bckaqeuwK3WWLhxLp8gJF1csY9k9oRufKKJMJG7N4cm1VSx70p3hAl,West Galilee,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEhpbGFfX0lzcmFlbAw,Hila
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,bckaqeuwK3WWLhxLp8gJF1csY9k9oRufKKJMJG7N4cm1VSx70p3hAl,West Galilee,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDEtsaWxfX0lzcmFlbAw,Klil
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,gJ1pavSZtS9c1HmDEiheKIvBBVZ30870DKj0oSaHkspfd5rpyIunpI,East Galilee,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDExhdmlfX0lzcmFlbAw,Lavi
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,gJ1pavSZtS9c1HmDEiheKIvBBVZ30870DKj0oSaHkspfd5rpyIunpI,East Galilee,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDFNhc2FfX0lzcmFlbAw,Sasa
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDFVkaW1fX0lzcmFlbAw,Udim
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,hnKmCjyG3pcuNO1KoPPSUo1HGjtpb8ttljaIXAG4ovqZRvXcZeV0XK,West Negev,agxzfmlsbGlzdHNpdGVyGQsSB0dlb0NpdHkiDFVyaW1fX0lzcmFlbAw,Urim
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hZ2FsX19Jc3JhZWwM,Magal
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,hnKmCjyG3pcuNO1KoPPSUo1HGjtpb8ttljaIXAG4ovqZRvXcZeV0XK,West Negev,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hZ2VuX19Jc3JhZWwM,Magen
